SKU,Product Title,Product Type,Vendor,Price,Discounted Price,Collection,Color,Tags,Size,Images,Description,Size & Fit,Made in,Composition,Tissue
WTO078 UDEN0002GR30,DENIM CROPPED BUSTIER,Top,MARINE SERRE,650.00,207.79,Fall Winter 23 Collection,Denim,"Top,Denim,Fall Winter 23 Collection",36,"http://specialshop.atelier98.net/public/foto/fw23---marine%20serre---wto078uden0002gr30.jpg,http://specialshop.atelier98.net/public/foto/fw23---marine%20serre---wto078uden0002gr30_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---marine%20serre---wto078uden0002gr30_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---marine%20serre---wto078uden0002gr30_3_p.jpg","Blue top in cotton, denim, patchwork design, crescent print, square neck.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 36 (FR),Portugal,Cotton 100%,COTTON
D431540 PERFORM013,SHORT ECO FUR JACKET,Giacca,PAROSH,429.00,116.04,Fall Winter 23 Collection,Nero,"Giacca,Nero,Fall Winter 23 Collection",XS,"http://specialshop.atelier98.net/public/foto/fw23---parosh%20pre---d431540perform013.jpg,http://specialshop.atelier98.net/public/foto/fw23---parosh%20pre---d431540perform013_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---parosh%20pre---d431540perform013_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---parosh%20pre---d431540perform013_3_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---parosh%20pre---d431540perform013_4_p.jpg","Deep black, faux shearling design, spread collar, front button fastening, belted style, long sleeves and straight hem.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Italy,"Outer: Polyester 100% Lining: Polyester 55%, Viscose 45%",ECO FUR
MAD214F111 N1288132,WOOL AND SILK BLEND TURTLENECK SWEATER,Maglia c.alto,FABIANA FILIPPI,590.00,217.62,New Fall Winter 24 collection,Grigio,"Maglia c.alto,Grigio,New Fall Winter 24 collection","S,M","http://specialshop.atelier98.net/public/foto/fw24---fabiana%20filippi%20pre---mad214f111n1288132.jpg,http://specialshop.atelier98.net/public/foto/fw24---fabiana%20filippi%20pre---mad214f111n1288132_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw24---fabiana%20filippi%20pre---mad214f111n1288132_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw24---fabiana%20filippi%20pre---mad214f111n1288132_3_p.jpg,http://specialshop.atelier98.net/public/foto/fw24---fabiana%20filippi%20pre---mad214f111n1288132_4_p.jpg","Grey, silk and wool blend, ribbed knit, high collar, ribbed hem and cuffs and long sleeves.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Italy,Virgin wool 75% Silk 15% Cashmere 10%,WOOL SILK
241PA038 1359100,THE TIBAU PANTS,Pantalone,JACQUEMUS,590.00,193.44,Spring Summer 24 Collection,Bianco,"Pantalone,Bianco,Spring Summer 24 Collection",38,"http://specialshop.atelier98.net/public/foto/ss24---jacquemus---241pa0381359100.jpg,http://specialshop.atelier98.net/public/foto/ss24---jacquemus---241pa0381359100_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---jacquemus---241pa0381359100_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---jacquemus---241pa0381359100_3_p.jpg","White, stretch cotton, tailored design, pressed pleat, high-waisted model, hidden front fastening, straight fit, two side welt pockets, two back welt pockets, vent at the hem and ankle length.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 36 (FR),Bulgaria,"Lining: Cotton 97%, Spandex/Elastane 3% Outer: Viscose 100%",VISCOSE
OO832 WO003790,DOUBLE BREASTED WOOL COAT,Cappotto,ALBERTO BIANI,"1.770,00","565,82",Fall Winter 23 Collection,Nero,"Cappotto,Nero,Fall Winter 23 Collection",44,"http://specialshop.atelier98.net/public/foto/fw23---alberto%20biani---oo832wo003790.jpg,http://specialshop.atelier98.net/public/foto/fw23---alberto%20biani---oo832wo003790_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---alberto%20biani---oo832wo003790_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---alberto%20biani---oo832wo003790_3_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---alberto%20biani---oo832wo003790_4_p.jpg","Black, virgin wool, peaked lapels, double-breasted button fastening, long sleeves, two front flap pockets, centre back vent and below-the-knee length.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size 40 (IT),Italy,Outer: Virgin wool 100% Lining: Viscose 100%,WOOL
RMJ007 0511,SINGLE BREASTED JACKET,Giacca,COMME DES GARÇONS COMME DES GA,"1.135,00","344,22",Spring Summer 24 Collection,Nero,"Giacca,Nero,Spring Summer 24 Collection",THE,"http://specialshop.atelier98.net/public/foto/ss24---comme%20comme---rmj0070511.jpg,http://specialshop.atelier98.net/public/foto/ss24---comme%20comme---rmj0070511_1_p.jpg","Black, twill weave, pinstripe pattern, notched lapels, long sleeves, buttoned cuffs, chest welt pocket, two front flap pockets, dart detailing, fully lined, straight hem, button front fastening.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Japan,Polyester 100% Cupro 100%,POLYESTER
MAD214F111 N1281256,WOOL AND SILK BLEND TURTLENECK SWEATER,Maglia c.alto,FABIANA FILIPPI,590.00,217.62,New Fall Winter 24 collection,Cammello,"Maglia c.alto,Cammello,New Fall Winter 24 collection","XS,S,M","http://specialshop.atelier98.net/public/foto/fw24---fabiana%20filippi%20pre---mad214f111n1281256.jpg,http://specialshop.atelier98.net/public/foto/fw24---fabiana%20filippi%20pre---mad214f111n1281256_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw24---fabiana%20filippi%20pre---mad214f111n1281256_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw24---fabiana%20filippi%20pre---mad214f111n1281256_3_p.jpg","Camel brown, virgin wool blend, knitted design, ribbed finish, high neck, dropped shoulder sleeves, long sleeves, straight hem.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Italy,"Virgin Wool 75%, Silk 15%, Cashmere 10%",WOOL SILK
241PA038 1333990,THE TIBAU PANTS,Pantalone,JACQUEMUS,590.00,193.44,Spring Summer 24 Collection,Nero,"Pantalone,Nero,Spring Summer 24 Collection","34,36,38","http://specialshop.atelier98.net/public/foto/ss24---jacquemus---241pa0381333990.jpg,http://specialshop.atelier98.net/public/foto/ss24---jacquemus---241pa0381333990_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---jacquemus---241pa0381333990_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---jacquemus---241pa0381333990_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---jacquemus---241pa0381333990_4_p.jpg","Black, virgin wool, high waist, D-rings, two side diagonal pockets, pressed pleat, side slits, two back welt pockets, partially lined and hidden front fastening with buttons, hook and zip.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 36 (FR),Bulgaria,"Lining: Cotton 97%, Elastane 3% Virgin Wool 100%",WOOL
WSI014 RWOV0002BG20,MOON DIAMANT SILK SHIRT,Camicia,MARINE SERRE,520.00,196.07,Fall Winter 23 Collection,Beige,"Camicia,Beige,Fall Winter 23 Collection","36,38","http://specialshop.atelier98.net/public/foto/fw23---marine%20serre---wsi014rwov0002bg20.jpg,http://specialshop.atelier98.net/public/foto/fw23---marine%20serre---wsi014rwov0002bg20_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---marine%20serre---wsi014rwov0002bg20_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---marine%20serre---wsi014rwov0002bg20_3_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---marine%20serre---wsi014rwov0002bg20_4_p.jpg","Light brown, silk, semi-sheer design, all-over graphic print, point collar, button front fastening, long sleeves, buttoned cuffs and curved hem.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 36 (FR),Romania,Silk 100%,SILK
OO820 WO003765,DOUBLE BREASTED WOOL COAT,Cappotto,ALBERTO BIANI,"1.765,00","564,22",Fall Winter 23 Collection,Rosso,"Cappotto,Rosso,Fall Winter 23 Collection","40,42,44","http://specialshop.atelier98.net/public/foto/fw23---alberto%20biani---oo820wo003765.jpg,http://specialshop.atelier98.net/public/foto/fw23---alberto%20biani---oo820wo003765_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---alberto%20biani---oo820wo003765_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---alberto%20biani---oo820wo003765_3_p.jpg","Cedar brown coat, virgin wool, felt finish, wide peak lapels, double-breasted button fastening, long sleeves, buttoned cuffs, chest welt pocket, two front flap pockets, centre back vent, fully lined and straight hem.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size 40 (IT),Italy,Outer: Virgin Wool 100% Lining: Viscose 100%,WOOL
CF1LB292 KF51MEF,VICHY MINI SKIRT WITH BUTTONS,Gonna,BALMAIN,"1.350,00","398,36",Spring Summer 24 Collection,Rosso,"Gonna,Rosso,Spring Summer 24 Collection","36,38","http://specialshop.atelier98.net/public/foto/ss24---balmain%20pre---cf1lb292kf51mef.jpg,http://specialshop.atelier98.net/public/foto/ss24---balmain%20pre---cf1lb292kf51mef_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---balmain%20pre---cf1lb292kf51mef_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---balmain%20pre---cf1lb292kf51mef_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---balmain%20pre---cf1lb292kf51mef_4_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---balmain%20pre---cf1lb292kf51mef_5_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---balmain%20pre---cf1lb292kf51mef_6_p.jpg","Poppy red, Vichy check pattern, decorative button detail, back zip fastening, high waist, straight hem, two front welt pockets, straight hem and above the knee length.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 36 (FR),France,"Viscose 90%, Polyamide 10%",VICHY
MAD214F431 I9625131,WOOL BLEND CARDIGAN,Cardigan,FABIANA FILIPPI,590.00,217.62,New Fall Winter 24 collection,Blu,"Cardigan,Blu,New Fall Winter 24 collection","38,40,42","http://specialshop.atelier98.net/public/foto/fw24---fabiana%20filippi%20pre---mad214f431i9625131.jpg,http://specialshop.atelier98.net/public/foto/fw24---fabiana%20filippi%20pre---mad214f431i9625131_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw24---fabiana%20filippi%20pre---mad214f431i9625131_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw24---fabiana%20filippi%20pre---mad214f431i9625131_3_p.jpg,http://specialshop.atelier98.net/public/foto/fw24---fabiana%20filippi%20pre---mad214f431i9625131_4_p.jpg","Navy blue, merino wool blend, chunky knit, lurex detail, V-neck, dropped shoulder sleeves, long sleeves, ribbed hem and cuffs and button front fastening.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size 40 (IT),Italy,Merino wool 77% Viscose 18% Polyester 5%,VISCOSE WOOL
213JA101 1358130,JACKET THE VESTE D'HOMME,Giacca,JACQUEMUS,790.00,252.54,Spring Summer 24 Collection,Beige,"Giacca,Beige,Spring Summer 24 Collection","38,40","http://specialshop.atelier98.net/public/foto/ss24---jacquemus---213ja1011358130.jpg,http://specialshop.atelier98.net/public/foto/ss24---jacquemus---213ja1011358130_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---jacquemus---213ja1011358130_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---jacquemus---213ja1011358130_3_p.jpg","Light beige, lightweight design, notched lapels, concealed front button fastening, two front patch pockets, long sleeves, dart details and straight hem.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 36 (FR),Romania,"Outer: Viscose 70%, Linen/Flax 30% Lining: Acetate 48%, Cotton 46%, Elastane 6%",VISCOSE LINEN
WJA025 CWOV0021BG60,MOON DIAMANT JACQUARD PATTERN JACKET,Giacca,MARINE SERRE,850.00,306.56,Fall Winter 23 Collection,Beige,"Giacca,Beige,Fall Winter 23 Collection",38,"http://specialshop.atelier98.net/public/foto/fw23---marine%20serre---wja025cwov0021bg60.jpg,http://specialshop.atelier98.net/public/foto/fw23---marine%20serre---wja025cwov0021bg60_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---marine%20serre---wja025cwov0021bg60_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---marine%20serre---wja025cwov0021bg60_3_p.jpg","First seen in 2023, Marine Serre’s Moon Diamant pattern features the brand’s crescent moon logo framed by a diamond shape. Here it appears in a jacquard pattern that defines this cropped jacket.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 36 (FR),Portugal,"Lining: Viscose 100% Outer: Recycled Polyester 55%, Wool 43%, Elastane 2%",VISCOSE
B7281 466669,COTTON AND LINEN MIX JACKET,Giacca,BASE,445.00,167.79,Spring Summer 24 Collection,Azzurro,"Giacca,Azzurro,Spring Summer 24 Collection",40,"http://specialshop.atelier98.net/public/foto/ss24---base---b7281466669.jpg,http://specialshop.atelier98.net/public/foto/ss24---base---b7281466669_1_p.jpg","Knitted jacket, pointed collar, long sleeves and two front pockets.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size 40 (IT),Italy,Cotton 86% Linen 14%,COTTON LINEN
CC844 AC003053,STRAIGHT LEG CADY TROUSERS,Pantalone,ALBERTO BIANI,390.00,124.67,Fall Winter 23 Collection,Viola,"Pantalone,Viola,Fall Winter 23 Collection",40,"http://specialshop.atelier98.net/public/foto/fw23---alberto%20biani---cc844ac003053.jpg,http://specialshop.atelier98.net/public/foto/fw23---alberto%20biani---cc844ac003053_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---alberto%20biani---cc844ac003053_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---alberto%20biani---cc844ac003053_3_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---alberto%20biani---cc844ac003053_4_p.jpg","Violet, belt loops, elasticated waist, pressed pleat, cropped fit and straight hem.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size 40 (IT),Italy,"Exterior: Triacetate 71%, Polyester 29% Lining: Acetate 68%, Polyester 32%",CADY
MAD214F099 D722825,CREW NECK WOOL SWEATER,Maglia g.collo,FABIANA FILIPPI,660.00,243.44,New Fall Winter 24 collection,Nero,"Maglia g.collo,Nero,New Fall Winter 24 collection","S,M,THE","http://specialshop.atelier98.net/public/foto/fw24---fabiana%20filippi%20pre---mad214f099d722825.jpg,http://specialshop.atelier98.net/public/foto/fw24---fabiana%20filippi%20pre---mad214f099d722825_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw24---fabiana%20filippi%20pre---mad214f099d722825_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw24---fabiana%20filippi%20pre---mad214f099d722825_3_p.jpg,http://specialshop.atelier98.net/public/foto/fw24---fabiana%20filippi%20pre---mad214f099d722825_4_p.jpg","Black, wool blend, fine knit, sequin decoration, crew neck, dropped shoulder sleeves, long sleeves, ribbed hem and cuffs and straight hem.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Italy,Wool 99% Polyester 1%,WOOL
231JA022 1359100,JACKET THE TIBAU DRESS,Giacca,JACQUEMUS,890.00,350.16,Spring Summer 24 Collection,Bianco,"Giacca,Bianco,Spring Summer 24 Collection",38,"http://specialshop.atelier98.net/public/foto/ss24---jacquemus---231ja0221359100.jpg,http://specialshop.atelier98.net/public/foto/ss24---jacquemus---231ja0221359100_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---jacquemus---231ja0221359100_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---jacquemus---231ja0221359100_3_p.jpg","White, crepe-effect texture, stretch design, notched lapels, double-breasted button fastening, shoulder pads, long sleeves, vent at hem, chest welt pocket, welt pocket, front flap pocket, double back vents, fully lining and straight hem.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 36 (FR),Romania,"Outer: Viscose 100% Lining: Acetate 48%, Cotton 46%, Elastane 6%",VISCOSE
WJA032 UWOV0009WH50,SHORT COTTON JACKET,Giacca,MARINE SERRE,850.00,306.56,Fall Winter 23 Collection,Bianco,"Giacca,Bianco,Fall Winter 23 Collection",38,"http://specialshop.atelier98.net/public/foto/fw23---marine%20serre---wja032uwov0009wh50.jpg,http://specialshop.atelier98.net/public/foto/fw23---marine%20serre---wja032uwov0009wh50_1_p.jpg","White jacket, snap button fastening, with print, crop, shirt collar.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 36 (FR),Italy,"Main fabric: Cotton 100%. Lining: Cotton 100%. Sleeve lining: Viscose 58%, Cupro 42%",COTTON
CC803 AC003066,WIDE LEG CADY TROUSERS,Pantalone,ALBERTO BIANI,500.00,159.84,Fall Winter 23 Collection,Cammello,"Pantalone,Cammello,Fall Winter 23 Collection",46,"http://specialshop.atelier98.net/public/foto/fw23---alberto%20biani---cc803ac003066.jpg,http://specialshop.atelier98.net/public/foto/fw23---alberto%20biani---cc803ac003066_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---alberto%20biani---cc803ac003066_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---alberto%20biani---cc803ac003066_3_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---alberto%20biani---cc803ac003066_4_p.jpg","ALBERTO BIANI high-waisted crepe flared trousers featuring camel brown, crepe construction, belt loops, concealed front fastening, pressed pleat, elasticated waist at the back, high rise, flared hem, two side inset pockets and two back welt pockets.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size 40 (IT),Italy,Outer: Triacetate 71% Polyester 29% Lining: Acetate 68% Polyester 32%,CADY
